2001  93  2   4.5   2.6   2.0  517. 23 254   -37   9 223.1   64
2001  93  3   4.5   3.3   2.2  511. 17 254   -34   6 223.1   42
2001  93  4   4.0   1.2   2.7  501. 17 254   -30   6 223.1   60
2001  93  5   4.2   0.1   2.7  497. 17 254   -32   6 223.1   76
2001  93  6   4.5   2.2   2.3  494. 13 254   -36   5 223.1  147
2001  93  7   4.2   1.8   2.3  488. 13 254   -35   5 223.1   95
2001  93  8   4.5   2.0   2.3  477. 13 254   -33   5 223.1  100
2001  93  9   4.5   1.2   2.6  475. 10 254   -30   4 223.1   73
2001  93 10   4.8   1.6   2.1  473. 10 254   -33   4 223.1   74
2001  93 11   4.8   2.2   2.6  477. 10 254   -32   4 223.1   67
2001  93 12   4.9   3.2   2.5  473. 10 254   -32   4 223.1   62
2001  93 13   5.0   2.0   2.8  466. 10 254   -28   4 223.1   71
2001  93 14   5.3   0.1   3.9  460. 10 254   -27   4 223.1   75
2001  93 15   5.6  -0.8   4.6  451. 27 254   -25  12 223.1  166
2001  93 16   6.1  -2.1   5.2  449. 27 254   -22  12 223.1  241
2001  93 17   5.9  -0.4   3.2  456. 27 254   -28  12 223.1  400
2001  93 18   6.2   2.2   3.2  447. 13 254   -26   5 223.1  171
2001  93 19   5.6   2.0   3.5  449. 13 254   -20   5 223.1   52
2001  93 20   5.6   1.3   3.6  453. 13 254   -17   5 223.1   62
2001  93 21   5.9   3.0   3.9  460. 20 254   -18   7 223.1   50
2001  93 22   5.9   0.6   3.9  452. 20 254   -20   7 223.1   50
2001  93 23   6.1  -0.4   4.1  458. 20 254   -23   7 223.1  185
2001  94  0   6.3   0.4   4.1  450. 23 201   -27   9 205.0  197
2001  94  1   6.5   0.2   4.0  461. 23 201   -25   9 205.0  273
2001  94  2   6.3   1.4   4.3  450. 23 201   -26   9 205.0  131
2001  94  3   6.2  -1.4   4.6  453. 23 201   -25   9 205.0  230
2001  94  4   6.2   4.1   4.5  462. 23 201   -28   9 205.0  276
2001  94  5   6.5   1.8   4.1  440. 23 201   -25   9 205.0  177
2001  94  6   6.9   3.9   4.8  463. 20 201   -19   7 205.0   90
2001  94  7   7.7   1.5   6.3  492. 20 201   -13   7 205.0   90
2001  94  8   6.6   2.4   6.9  478. 20 201   -11   7 205.0  165
2001  94  9   7.3   5.5   5.8  501. 17 201    -7   6 205.0  166
2001  94 10   7.1   5.5   5.9  490. 17 201    -7   6 205.0   94
2001  94 11   7.5   5.6   5.6  497. 17 201    -8   6 205.0   73
2001  94 12   8.0   2.6   3.6  500. 47 201   -11  39 205.0   82
2001  94 13   7.1   3.6   4.4  493. 47 201    -9  39 205.0   80
2001  94 14   7.4   3.2   3.6  486. 47 201    -9  39 205.0  127
2001  94 15  16.7   5.3   6.8  634. 50 201    15  48 205.0  352
2001  94 16  16.4   1.5   5.9  709. 50 201     7  48 205.0  408
2001  94 17  16.8   7.2   6.4  670. 50 201    -3  48 205.0  580
2001  94 18  16.8  -0.2   6.5  765. 53 201    -6  56 205.0  895
2001  94 19  15.4   9.8   4.8  768. 53 201   -20  56 205.0  331
2001  94 20  13.4   7.7   5.1  713. 53 201   -14  56 205.0  205
2001  94 21  14.8   6.3   2.7  715. 20 201   -22   7 205.0  113
2001  94 22  14.1   4.7   2.2  726. 20 201   -30   7 205.0   72
2001  94 23  11.3   3.6   2.6  685. 20 201   -31   7 205.0   56
2001  95  0   9.6   1.7   3.0  660. 17 200   -29   6 207.8   58
2001  95  1   9.5  -1.8   2.2  659. 17 200   -28   6 207.8   93
2001  95  2  10.6  -2.2   1.5  699. 17 200   -32   6 207.8  246
2001  95  3   9.6  -0.1   1.5  698. 20 200   -36   7 207.8  172
2001  95  4   9.1  -0.4   1.5  686. 20 200   -36   7 207.8   86
2001  95  5   9.0  -2.5   1.5  672. 20 200   -34   7 207.8   44
2001  95  6   8.9  -5.5   2.1  651. 43 200   -36  32 207.8  388
2001  95  7   7.7  -3.2   2.2  646. 43 200   -50  32 207.8  799
2001  95  8   6.2   0.4   2.7  661. 43 200   -42  32 207.8  552
2001  95  9   6.3  -4.5   2.6  642. 43 200   -26  32 207.8  402
2001  95 10   5.5  -3.7   2.4  636. 43 200   -34  32 207.8  848
2001  95 11   5.0   1.4   2.3  613. 43 200   -48  32 207.8  820
2001  95 12   6.1   4.0   2.2  616. 30 200   -38  15 207.8  235
2001  95 13   5.6   3.3   2.9  600. 30 200   -29  15 207.8   98
2001  95 14   5.8   4.4   3.4  587. 30 200   -30  15 207.8   86
2001  95 15   5.6   1.7   3.9  586. 37 200   -28  22 207.8  102
2001  95 16   6.7  -1.4   3.7  575. 37 200   -26  22 207.8  204
2001  95 17   6.3  -3.1   4.5  578. 37 200   -21  22 207.8  685
2001  95 18   8.4   6.1   2.8  575. 33 200   -31  18 207.8  565
2001  95 19   9.0   6.0   2.2  573. 33 200   -28  18 207.8  117
2001  95 20   8.4   5.4   3.1  558. 33 200   -20  18 207.8   57
2001  95 21   6.5  -0.9   4.8  547. 33 200   -13  18 207.8  164
2001  95 22   6.7   0.5   3.8  551. 33 200   -25  18 207.8  425
2001  95 23   7.1   5.3   4.1  540. 33 200   -30  18 207.8  214
